raw_index,message_type,is_sender,message,sticker_path,CreateTime,unix_seconds,time_gap,message_id,sticker_id,sticker_caption,sticker_quality_score,sticker_needs_review,normalized_text,sticker_resolved
50047,text,0,去负一干啥啊,,2024-09-16 09:49:19+00:00,1726480159,17.0,msg_00050047,,,,,去负一干啥啊,True
50048,text,1,不打印吗？,,2024-09-16 09:49:32+00:00,1726480172,13.0,msg_00050048,,,,,不打印吗？,True
50049,text,0,打完了都,,2024-09-16 09:49:38+00:00,1726480178,6.0,msg_00050049,,,,,打完了都,True
50050,sticker,0,[表情包],../emojis/124912f9a2fb4a9ef3906bd578eea489.gif,2024-09-16 09:49:40+00:00,1726480180,2.0,msg_00050050,sticker_000288,[表情包:困惑的卡通形象 / 表达疑惑],1.0,False,[表情包:困惑的卡通形象 / 表达疑惑],True
50051,text,1,你拿了？,,2024-09-16 09:49:56+00:00,1726480196,16.0,msg_00050051,,,,,你拿了？,True
50052,text,0,对呀,,2024-09-16 09:50:00+00:00,1726480200,4.0,msg_00050052,,,,,对呀,True
50053,text,0,哪能让您再跑一趟呢,,2024-09-16 09:50:16+00:00,1726480216,16.0,msg_00050053,,,,,哪能让您再跑一趟呢,True
50054,text,0,我办事您放心,,2024-09-16 09:50:37+00:00,1726480237,21.0,msg_00050054,,,,,我办事您放心,True
50055,text,1,没看到你人,,2024-09-16 09:51:59+00:00,1726480319,82.0,msg_00050055,,,,,没看到你人,True
50056,text,0,我在那个停车场出来的地方啊,,2024-09-16 09:52:29+00:00,1726480349,30.0,msg_00050056,,,,,我在那个停车场出来的地方啊,True
50057,text,0,[转账收款] ￥100.00,,2024-09-16 12:23:23+00:00,1726489403,9054.0,msg_00050057,,,,,[转账收款] ￥100.00,True
50058,text,1,林天宇在📲,,2024-09-16 15:44:05+00:00,1726501445,12042.0,msg_00050058,,,,,林天宇在📲,True
50060,text,0,这是惆怅了,,2024-09-16 15:44:55+00:00,1726501495,31.0,msg_00050060,,,,,这是惆怅了,True
50061,sticker,0,[表情包],../emojis/314db052c1847c0b51794ce3eff22482.gif,2024-09-16 15:44:59+00:00,1726501499,4.0,msg_00050061,sticker_000025,[表情包:卡通形象开心地笑着],1.0,False,[表情包:卡通形象开心地笑着],True
50063,text,0,对月当歌,,2024-09-16 15:50:58+00:00,1726501858,150.0,msg_00050063,,,,,对月当歌,True
50064,text,0,想家了这是,,2024-09-16 15:51:12+00:00,1726501872,14.0,msg_00050064,,,,,想家了这是,True
50065,text,0,又买烟去了？,,2024-09-17 03:24:57+00:00,1726543497,41625.0,msg_00050065,,,,,又买烟去了？,True
50066,text,1,拉屎去了,,2024-09-17 03:25:35+00:00,1726543535,38.0,msg_00050066,,,,,拉屎去了,True
50067,text,0,人呢,,2024-09-17 03:53:02+00:00,1726545182,1647.0,msg_00050067,,,,,人呢,True
50069,text,1,你去吃饭了？,,2024-09-17 09:37:09+00:00,1726565829,20632.0,msg_00050069,,,,,你去吃饭了？,True
50070,text,0,没,,2024-09-17 09:37:17+00:00,1726565837,8.0,msg_00050070,,,,,没,True
50071,text,0,出去走走,,2024-09-17 09:37:32+00:00,1726565852,15.0,msg_00050071,,,,,出去走走,True
50072,text,0,一会到11了,,2024-09-17 09:37:38+00:00,1726565858,6.0,msg_00050072,,,,,一会到11了,True
50073,text,1,吃饭,,2024-09-17 09:37:39+00:00,1726565859,1.0,msg_00050073,,,,,吃饭,True
50074,text,0,嗯呢,,2024-09-17 09:37:47+00:00,1726565867,8.0,msg_00050074,,,,,嗯呢,True
50075,text,1,多久,,2024-09-17 09:37:57+00:00,1726565877,10.0,msg_00050075,,,,,多久,True
50076,text,0,我到东门了,,2024-09-17 09:38:38+00:00,1726565918,41.0,msg_00050076,,,,,我到东门了,True
50077,text,1,。,,2024-09-17 09:38:55+00:00,1726565935,17.0,msg_00050077,,,,,。,True
50078,text,0,吃啥啊,,2024-09-17 09:39:36+00:00,1726565976,41.0,msg_00050078,,,,,吃啥啊,True
50079,text,0,你下来吧,,2024-09-17 09:45:30+00:00,1726566330,354.0,msg_00050079,,,,,你下来吧,True
50080,text,0,我快到了,,2024-09-17 09:45:32+00:00,1726566332,2.0,msg_00050080,,,,,我快到了,True
50081,text,0,下来了不,,2024-09-17 09:50:39+00:00,1726566639,307.0,msg_00050081,,,,,下来了不,True
50082,text,0,给你一分钟[玫瑰],,2024-09-17 09:52:48+00:00,1726566768,129.0,msg_00050082,,,,,给你一分钟[玫瑰],True
50083,text,1,来,,2024-09-17 09:55:27+00:00,1726566927,159.0,msg_00050083,,,,,来,True
50084,text,1,哪,,2024-09-17 09:55:29+00:00,1726566929,2.0,msg_00050084,,,,,哪,True
50085,text,0,就是11大门,,2024-09-17 09:55:40+00:00,1726566940,11.0,msg_00050085,,,,,就是11大门,True
50086,text,0,快快快,,2024-09-17 09:55:45+00:00,1726566945,5.0,msg_00050086,,,,,快快快,True
50087,text,0,[转账] ￥30.00,,2024-09-17 10:28:35+00:00,1726568915,1970.0,msg_00050087,,,,,[转账] ￥30.00,True
50088,text,1,[转账收款] ￥30.00,,2024-09-17 10:28:46+00:00,1726568926,11.0,msg_00050088,,,,,[转账收款] ￥30.00,True
50089,text,0,明天邀你共进午餐，爱卿意下如何,,2024-09-17 15:34:54+00:00,1726587294,18368.0,msg_00050089,,,,,明天邀你共进午餐，爱卿意下如何,True
50090,text,1,o,,2024-09-17 15:43:29+00:00,1726587809,515.0,msg_00050090,,,,,o,True
50091,text,0,k,,2024-09-17 15:44:04+00:00,1726587844,35.0,msg_00050091,,,,,k,True
50092,text,0,失眠了,,2024-09-17 17:39:49+00:00,1726594789,6945.0,msg_00050092,,,,,失眠了,True
50093,sticker,0,[表情包],../emojis/d88c31a8d0d0ddc41bcbb610b37c43ed.gif,2024-09-17 17:39:50+00:00,1726594790,1.0,msg_00050093,sticker_000185,[表情包:猫咪打哈欠，暗示需要休息],1.0,False,[表情包:猫咪打哈欠，暗示需要休息],True
50094,text,0,好想握着你睡[玫瑰],,2024-09-17 17:40:46+00:00,1726594846,56.0,msg_00050094,,,,,好想握着你睡[玫瑰],True
50095,text,1,。,,2024-09-18 01:01:52+00:00,1726621312,26466.0,msg_00050095,,,,,。,True
50096,text,0,昨天快三点才睡着,,2024-09-18 01:21:59+00:00,1726622519,1207.0,msg_00050096,,,,,昨天快三点才睡着,True
50097,text,0,人呢,,2024-09-18 04:27:39+00:00,1726633659,11140.0,msg_00050097,,,,,人呢,True
50098,text,1,5009,,2024-09-18 04:27:57+00:00,1726633677,18.0,msg_00050098,,,,,5009,True
50100,text,0,这么低啊,,2024-09-18 08:07:31+00:00,1726646851,465.0,msg_00050100,,,,,这么低啊,True
50101,text,0,都加这么多分,,2024-09-18 08:07:43+00:00,1726646863,12.0,msg_00050101,,,,,都加这么多分,True
50102,text,1,有的混美赛的加的多,,2024-09-18 08:30:00+00:00,1726648200,1337.0,msg_00050102,,,,,有的混美赛的加的多,True
50103,text,0,那他还怪惨,,2024-09-18 08:30:23+00:00,1726648223,23.0,msg_00050103,,,,,那他还怪惨,True
50104,text,1,不惨,,2024-09-18 08:30:41+00:00,1726648241,18.0,msg_00050104,,,,,不惨,True
50105,text,1,本来就不会什么,,2024-09-18 08:30:47+00:00,1726648247,6.0,msg_00050105,,,,,本来就不会什么,True
50106,text,0,哈哈哈哈他会去考嘛,,2024-09-18 08:32:15+00:00,1726648335,88.0,msg_00050106,,,,,哈哈哈哈他会去考嘛,True
50107,text,0,笑死了,,2024-09-18 08:32:17+00:00,1726648337,2.0,msg_00050107,,,,,笑死了,True
50108,text,1,谁知道,,2024-09-18 08:40:41+00:00,1726648841,504.0,msg_00050108,,,,,谁知道,True
50109,text,1,看那样子不像是会去的,,2024-09-18 08:40:58+00:00,1726648858,17.0,msg_00050109,,,,,看那样子不像是会去的,True
50110,text,0,吃饭去不,,2024-09-18 10:04:44+00:00,1726653884,5026.0,msg_00050110,,,,,吃饭去不,True
50111,text,0,人呢,,2024-09-18 10:26:43+00:00,1726655203,1319.0,msg_00050111,,,,,人呢,True
50112,text,1,楼顶,,2024-09-18 10:26:54+00:00,1726655214,11.0,msg_00050112,,,,,楼顶,True
50113,text,0,[转账] ￥21.00,,2024-09-18 10:59:17+00:00,1726657157,1943.0,msg_00050113,,,,,[转账] ￥21.00,True
50114,text,1,[转账收款] ￥21.00,,2024-09-18 10:59:25+00:00,1726657165,8.0,msg_00050114,,,,,[转账收款] ￥21.00,True
50115,text,0,今天回来洗头了,,2024-09-18 15:22:05+00:00,1726672925,15760.0,msg_00050115,,,,,今天回来洗头了,True
50116,text,0,不要漏下亲亲,,2024-09-18 15:22:15+00:00,1726672935,10.0,msg_00050116,,,,,不要漏下亲亲,True
50117,text,0,[亲亲][亲亲],,2024-09-18 15:22:38+00:00,1726672958,23.0,msg_00050117,,,,,[亲亲][亲亲],True
50118,text,0,给我张草稿纸,,2024-09-19 07:16:48+00:00,1726730208,57250.0,msg_00050118,,,,,给我张草稿纸,True
50119,text,1,自己去拿,,2024-09-19 07:17:41+00:00,1726730261,53.0,msg_00050119,,,,,自己去拿,True
50120,text,0,拉倒吧上课了那教室,,2024-09-19 07:18:06+00:00,1726730286,25.0,msg_00050120,,,,,拉倒吧上课了那教室,True
50121,text,1,在哪,,2024-09-19 08:58:41+00:00,1726736321,6035.0,msg_00050121,,,,,在哪,True
50122,text,0,5018,,2024-09-19 08:58:56+00:00,1726736336,15.0,msg_00050122,,,,,5018,True
50124,text,0,[转账收款] ￥45.00,,2024-09-19 12:41:18+00:00,1726749678,7066.0,msg_00050124,,,,,[转账收款] ￥45.00,True
50125,text,1,袜子,,2024-09-19 14:26:29+00:00,1726755989,6311.0,msg_00050125,,,,,袜子,True
50126,text,0,你知道外面多冷吗,,2024-09-19 14:33:19+00:00,1726756399,410.0,msg_00050126,,,,,你知道外面多冷吗,True
50127,text,0,上山送货一趟可不容易,,2024-09-19 14:33:42+00:00,1726756422,23.0,msg_00050127,,,,,上山送货一趟可不容易,True
50128,text,1,给你奖励,,2024-09-19 14:36:49+00:00,1726756609,187.0,msg_00050128,,,,,给你奖励,True
50129,text,0,马上到,,2024-09-19 14:38:47+00:00,1726756727,118.0,msg_00050129,,,,,马上到,True
50130,sticker,0,[表情包],../emojis/afbc6b2e2a00b7ae4c2b38bef6b814a1.png,2024-09-19 14:38:48+00:00,1726756728,1.0,msg_00050130,sticker_000286,[表情包:困惑的猫戴着礼帽，可能在思考什么问题。],1.0,False,[表情包:困惑的猫戴着礼帽，可能在思考什么问题。],True
50131,text,0,真帅哥哥,,2024-09-19 15:51:22+00:00,1726761082,4354.0,msg_00050131,,,,,真帅哥哥,True
50132,text,0,亲死你,,2024-09-19 15:51:31+00:00,1726761091,9.0,msg_00050132,,,,,亲死你,True
50133,text,1,ex,,2024-09-19 15:55:32+00:00,1726761332,241.0,msg_00050133,,,,,ex,True
50134,text,0,你就偷着乐吧,,2024-09-19 15:59:27+00:00,1726761567,235.0,msg_00050134,,,,,你就偷着乐吧,True
50135,sticker,0,[表情包],../emojis/413ccbdb8818a8b1c31a1ab28e6301a3.png,2024-09-19 15:59:28+00:00,1726761568,1.0,msg_00050135,sticker_000227,[表情包:惊讶的卡通角色 / 表达惊讶],1.0,False,[表情包:惊讶的卡通角色 / 表达惊讶],True
50136,text,0,昨天晚上做噩梦了md,,2024-09-20 00:53:54+00:00,1726793634,32066.0,msg_00050136,,,,,昨天晚上做噩梦了md,True
50137,text,0,梦见我被霸凌了,,2024-09-20 00:53:59+00:00,1726793639,5.0,msg_00050137,,,,,梦见我被霸凌了,True
50138,text,0,然后猛猛哭,,2024-09-20 00:54:13+00:00,1726793653,14.0,msg_00050138,,,,,然后猛猛哭,True
50139,sticker,0,[表情包],../emojis/d88c31a8d0d0ddc41bcbb610b37c43ed.gif,2024-09-20 00:54:13+00:00,1726793653,0.0,msg_00050139,sticker_000185,[表情包:猫咪打哈欠，暗示需要休息],1.0,False,[表情包:猫咪打哈欠，暗示需要休息],True
50140,text,1,你也奇葩,,2024-09-20 01:04:14+00:00,1726794254,601.0,msg_00050140,,,,,你也奇葩,True
50141,text,0,woc这哪奇葩,,2024-09-20 01:07:27+00:00,1726794447,193.0,msg_00050141,,,,,woc这哪奇葩,True
50142,text,0,那个环境老那啥了,,2024-09-20 01:07:38+00:00,1726794458,11.0,msg_00050142,,,,,那个环境老那啥了,True
50143,text,1,吃饭,,2024-09-20 03:34:50+00:00,1726803290,8832.0,msg_00050143,,,,,吃饭,True
50144,text,0,5049,,2024-09-20 03:35:03+00:00,1726803303,13.0,msg_00050144,,,,,5049,True
50145,text,0,我去找你吧,,2024-09-20 03:37:39+00:00,1726803459,156.0,msg_00050145,,,,,我去找你吧,True
50146,text,0,现在到了三选一,,2024-09-20 05:23:01+00:00,1726809781,6322.0,msg_00050146,,,,,现在到了三选一,True
50147,text,1,人呢,,2024-09-20 07:12:19+00:00,1726816339,6558.0,msg_00050147,,,,,人呢,True
50148,text,0,[转账收款] ￥100.00,,2024-09-20 07:40:58+00:00,1726818058,1719.0,msg_00050148,,,,,[转账收款] ￥100.00,True
50149,text,0,来吧,,2024-09-20 07:52:20+00:00,1726818740,682.0,msg_00050149,,,,,来吧,True
50150,text,0,进门左转,,2024-09-20 07:52:25+00:00,1726818745,5.0,msg_00050150,,,,,进门左转,True
50151,text,1,smoke,,2024-09-20 07:53:12+00:00,1726818792,47.0,msg_00050151,,,,,smoke,True
50152,text,1,要刷卡吗？,,2024-09-20 07:53:16+00:00,1726818796,4.0,msg_00050152,,,,,要刷卡吗？,True
50153,text,0,那你直接上五楼,,2024-09-20 07:53:22+00:00,1726818802,6.0,msg_00050153,,,,,那你直接上五楼,True
50154,text,0,不用,,2024-09-20 07:53:24+00:00,1726818804,2.0,msg_00050154,,,,,不用,True
50155,text,1,行,,2024-09-20 07:53:33+00:00,1726818813,9.0,msg_00050155,,,,,行,True
50156,text,0,503,,2024-09-20 07:54:51+00:00,1726818891,78.0,msg_00050156,,,,,503,True
50157,text,0,[转账收款] ￥37.00,,2024-09-21 02:16:13+00:00,1726884973,66082.0,msg_00050157,,,,,[转账收款] ￥37.00,True
50158,text,0,啥时候去买袜子,,2024-09-21 14:05:24+00:00,1726927524,42551.0,msg_00050158,,,,,啥时候去买袜子,True
50159,sticker,0,[表情包],../emojis/124912f9a2fb4a9ef3906bd578eea489.gif,2024-09-21 14:05:26+00:00,1726927526,2.0,msg_00050159,sticker_000288,[表情包:困惑的卡通形象 / 表达疑惑],1.0,False,[表情包:困惑的卡通形象 / 表达疑惑],True
50160,text,1,现在吧,,2024-09-21 14:06:26+00:00,1726927586,60.0,msg_00050160,,,,,现在吧,True
50161,text,0,走走走,,2024-09-21 14:06:34+00:00,1726927594,8.0,msg_00050161,,,,,走走走,True
50162,text,1,吃饭吗,,2024-09-22 04:25:00+00:00,1726979100,51506.0,msg_00050162,,,,,吃饭吗,True
50163,text,1,那我自己去吃了,,2024-09-22 04:39:33+00:00,1726979973,873.0,msg_00050163,,,,,那我自己去吃了,True
50164,text,0,睡着了我,,2024-09-22 04:59:15+00:00,1726981155,1182.0,msg_00050164,,,,,睡着了我,True
50165,text,1,你就睡吧,,2024-09-22 04:59:56+00:00,1726981196,41.0,msg_00050165,,,,,你就睡吧,True
50166,text,0,晚上和你一起吃,,2024-09-22 05:00:26+00:00,1726981226,30.0,msg_00050166,,,,,晚上和你一起吃,True
50167,sticker,0,[表情包],../emojis/124912f9a2fb4a9ef3906bd578eea489.gif,2024-09-22 05:00:34+00:00,1726981234,8.0,msg_00050167,sticker_000288,[表情包:困惑的卡通形象 / 表达疑惑],1.0,False,[表情包:困惑的卡通形象 / 表达疑惑],True
50168,text,0,咋还给我发红包,,2024-09-22 05:01:06+00:00,1726981266,32.0,msg_00050168,,,,,咋还给我发红包,True
50169,text,0,这多不好意思啊,,2024-09-22 05:01:16+00:00,1726981276,10.0,msg_00050169,,,,,这多不好意思啊,True
50170,text,1,知道不好意思就行,,2024-09-22 05:01:46+00:00,1726981306,30.0,msg_00050170,,,,,知道不好意思就行,True
50171,text,0,云领取了你的红包,,2024-09-22 05:02:56+00:00,1726981376,70.0,msg_00050171,,,,,云领取了你的红包,True
50172,text,0,诶还不够我买个冰激凌,,2024-09-22 05:03:12+00:00,1726981392,16.0,msg_00050172,,,,,诶还不够我买个冰激凌,True
50173,text,0,下午去红博逛逛,,2024-09-22 05:05:00+00:00,1726981500,108.0,msg_00050173,,,,,下午去红博逛逛,True
50174,text,1,逛吧,,2024-09-22 05:05:12+00:00,1726981512,12.0,msg_00050174,,,,,逛吧,True
50175,text,0,晚上和你一起吃昂,,2024-09-22 05:05:33+00:00,1726981533,21.0,msg_00050175,,,,,晚上和你一起吃昂,True
50176,sticker,0,[表情包：wink],../emojis/eae38088031925cd462e1699695f408b.jpg,2024-09-22 05:05:48+00:00,1726981548,15.0,msg_00050176,sticker_000284,[表情包:猫咪享受着悠闲时光，露出幸福的笑容],1.0,False,[表情包:猫咪享受着悠闲时光，露出幸福的笑容],True
50177,text,1,[小程序] 我有1个包裹，可以帮我取下么，拜托了！,,2024-09-22 06:15:49+00:00,1726985749,4201.0,msg_00050177,,,,,[小程序] 我有1个包裹，可以帮我取下么，拜托了！,True
50178,text,0,可以哒,,2024-09-22 06:18:50+00:00,1726985930,181.0,msg_00050178,,,,,可以哒,True
50179,text,0,菜鸟几点关门来着,,2024-09-22 09:33:58+00:00,1726997638,11708.0,msg_00050179,,,,,菜鸟几点关门来着,True
50180,text,1,你现在去,,2024-09-22 09:34:05+00:00,1726997645,7.0,msg_00050180,,,,,你现在去,True
50181,text,1,刚准备问你,,2024-09-22 09:34:10+00:00,1726997650,5.0,msg_00050181,,,,,刚准备问你,True
50182,text,0,我在地铁上,,2024-09-22 09:34:29+00:00,1726997669,19.0,msg_00050182,,,,,我在地铁上,True
50183,text,1,30,,2024-09-22 09:34:33+00:00,1726997673,4.0,msg_00050183,,,,,30,True
50184,text,1,来得及,,2024-09-22 09:34:38+00:00,1726997678,5.0,msg_00050184,,,,,来得及,True
50185,text,0,行来得及,,2024-09-22 09:34:38+00:00,1726997678,0.0,msg_00050185,,,,,行来得及,True
50186,text,0,我现在到东门了,,2024-09-22 09:46:54+00:00,1726998414,736.0,msg_00050186,,,,,我现在到东门了,True
50187,text,0,下来吃饭去,,2024-09-22 09:55:28+00:00,1726998928,514.0,msg_00050187,,,,,下来吃饭去,True
50188,text,0,顺便拿着,,2024-09-22 09:55:42+00:00,1726998942,14.0,msg_00050188,,,,,顺便拿着,True
50189,text,1,md 你先去拿了回来,,2024-09-22 09:57:30+00:00,1726999050,108.0,msg_00050189,,,,,md 你先去拿了回来,True
50190,text,1,放着,,2024-09-22 09:57:32+00:00,1726999052,2.0,msg_00050190,,,,,放着,True
50191,text,1,拿着怎么吃,,2024-09-22 09:57:37+00:00,1726999057,5.0,msg_00050191,,,,,拿着怎么吃,True
50192,text,0,哦,,2024-09-22 09:58:33+00:00,1726999113,56.0,msg_00050192,,,,,哦,True
50193,text,0,下来吧,,2024-09-22 10:13:57+00:00,1727000037,924.0,msg_00050193,,,,,下来吧,True
50194,text,1,人呢,,2024-09-22 10:17:17+00:00,1727000237,200.0,msg_00050194,,,,,人呢,True
50195,text,1,吃饭,,2024-09-23 04:24:10+00:00,1727065450,65213.0,msg_00050195,,,,,吃饭,True
50196,text,0,吃饭不,,2024-09-23 09:33:46+00:00,1727084026,18576.0,msg_00050196,,,,,吃饭不,True
50197,text,0,5009,,2024-09-23 09:33:50+00:00,1727084030,4.0,msg_00050197,,,,,5009,True
50198,text,0,有订书机不,,2024-09-23 13:11:32+00:00,1727097092,13062.0,msg_00050198,,,,,有订书机不,True
50199,text,1,有,,2024-09-23 13:36:47+00:00,1727098607,1515.0,msg_00050199,,,,,有,True
50200,text,0,在哪呢,,2024-09-24 01:41:35+00:00,1727142095,43488.0,msg_00050200,,,,,在哪呢,True
50201,text,1,找教室,,2024-09-24 01:42:42+00:00,1727142162,67.0,msg_00050201,,,,,找教室,True
50202,text,0,152没课,,2024-09-24 01:43:17+00:00,1727142197,35.0,msg_00050202,,,,,152没课,True
50203,text,0,走,,2024-09-24 03:23:10+00:00,1727148190,5993.0,msg_00050203,,,,,走,True
50204,text,0,151等你,,2024-09-24 03:23:18+00:00,1727148198,8.0,msg_00050204,,,,,151等你,True
50205,text,1,再吃了,,2024-09-24 03:23:22+00:00,1727148202,4.0,msg_00050205,,,,,再吃了,True
50206,text,1,自选,,2024-09-24 03:23:27+00:00,1727148207,5.0,msg_00050206,,,,,自选,True
50207,text,0,？,,2024-09-24 03:23:30+00:00,1727148210,3.0,msg_00050207,,,,,？,True
50208,text,1,你来,,2024-09-24 03:23:31+00:00,1727148211,1.0,msg_00050208,,,,,你来,True
50209,text,0,你在吃？,,2024-09-24 03:23:42+00:00,1727148222,11.0,msg_00050209,,,,,你在吃？,True
50211,text,0,哦,,2024-09-24 03:23:56+00:00,1727148236,8.0,msg_00050211,,,,,哦,True
50212,text,0,那你吃吧，我去小美,,2024-09-24 03:25:32+00:00,1727148332,96.0,msg_00050212,,,,,那你吃吧，我去小美,True
50213,text,1,吃饭,,2024-09-25 04:24:07+00:00,1727238247,89915.0,msg_00050213,,,,,吃饭,True
50214,text,0,你在5073等等我,,2024-09-25 04:24:30+00:00,1727238270,23.0,msg_00050214,,,,,你在5073等等我,True
50215,text,0,想吃石榴,,2024-09-25 08:31:04+00:00,1727253064,14794.0,msg_00050215,,,,,想吃石榴,True
50216,text,1,买,,2024-09-25 09:05:10+00:00,1727255110,2046.0,msg_00050216,,,,,买,True
50217,text,0,哦对了,,2024-09-25 15:45:51+00:00,1727279151,24041.0,msg_00050217,,,,,哦对了,True
50218,text,0,你国庆去不去看电影,,2024-09-25 15:45:56+00:00,1727279156,5.0,msg_00050218,,,,,你国庆去不去看电影,True
50219,text,0,想看749局,,2024-09-25 15:47:19+00:00,1727279239,83.0,msg_00050219,,,,,想看749局,True
50220,text,1,行,,2024-09-25 15:49:24+00:00,1727279364,125.0,msg_00050220,,,,,行,True
50222,text,0,这个点OK不,,2024-09-25 15:51:23+00:00,1727279483,5.0,msg_00050222,,,,,这个点OK不,True
50223,text,1,王俊凯有演技吗？,,2024-09-25 15:51:52+00:00,1727279512,29.0,msg_00050223,,,,,王俊凯有演技吗？,True
50224,sticker,1,[表情包],../emojis/314db052c1847c0b51794ce3eff22482.gif,2024-09-25 15:51:57+00:00,1727279517,5.0,msg_00050224,sticker_000025,[表情包:卡通形象开心地笑着],1.0,False,[表情包:卡通形象开心地笑着],True
50225,text,0,没有,,2024-09-25 15:52:07+00:00,1727279527,10.0,msg_00050225,,,,,没有,True
50226,text,1,。,,2024-09-25 15:52:16+00:00,1727279536,9.0,msg_00050226,,,,,。,True
50227,text,0,但这个题材还有点想看,,2024-09-25 15:52:24+00:00,1727279544,8.0,msg_00050227,,,,,但这个题材还有点想看,True
50228,text,1,我看看别的,,2024-09-25 15:52:32+00:00,1727279552,8.0,msg_00050228,,,,,我看看别的,True
50229,text,1,危机航线咋样,,2024-09-25 15:56:21+00:00,1727279781,229.0,msg_00050229,,,,,危机航线咋样,True
50230,sticker,1,[表情包],../emojis/314db052c1847c0b51794ce3eff22482.gif,2024-09-25 15:56:28+00:00,1727279788,7.0,msg_00050230,sticker_000025,[表情包:卡通形象开心地笑着],1.0,False,[表情包:卡通形象开心地笑着],True
50231,text,0,也行,,2024-09-25 15:59:01+00:00,1727279941,153.0,msg_00050231,,,,,也行,True
50232,text,0,然后看完我再去看749局,,2024-09-25 15:59:34+00:00,1727279974,33.0,msg_00050232,,,,,然后看完我再去看749局,True
50233,sticker,0,[表情包],../emojis/1afa465ec0a5ac67282a307ff1c898c0.gif,2024-09-25 15:59:35+00:00,1727279975,1.0,msg_00050233,sticker_000292,[表情包:熊戴着王冠开心地拿着鱼],1.0,False,[表情包:熊戴着王冠开心地拿着鱼],True
50234,text,1,🦉,,2024-09-25 16:00:07+00:00,1727280007,32.0,msg_00050234,,,,,🦉,True
50236,text,0,这个OK不,,2024-09-25 16:02:07+00:00,1727280127,5.0,msg_00050236,,,,,这个OK不,True
50237,text,0,还怪便宜的来,,2024-09-25 16:02:20+00:00,1727280140,13.0,msg_00050237,,,,,还怪便宜的来,True
50238,text,1,行,,2024-09-25 16:02:22+00:00,1727280142,2.0,msg_00050238,,,,,行,True
50239,text,1,我在 153 那边楼顶 smoke,,2024-09-26 04:20:42+00:00,1727324442,44300.0,msg_00050239,,,,,我在 153 那边楼顶 smoke,True
50240,text,0,OK,,2024-09-26 04:22:52+00:00,1727324572,130.0,msg_00050240,,,,,OK,True
50241,text,0,[转账] ￥28.00,,2024-09-26 04:58:39+00:00,1727326719,2147.0,msg_00050241,,,,,[转账] ￥28.00,True
50242,text,1,[转账收款] ￥28.00,,2024-09-26 04:58:44+00:00,1727326724,5.0,msg_00050242,,,,,[转账收款] ￥28.00,True
50244,text,0,爽死他了,,2024-09-26 15:20:27+00:00,1727364027,59.0,msg_00050244,,,,,爽死他了,True
50245,text,0,在哪呢,,2024-09-27 02:13:39+00:00,1727403219,39192.0,msg_00050245,,,,,在哪呢,True
50246,text,0,给你个好东西,,2024-09-27 02:14:16+00:00,1727403256,37.0,msg_00050246,,,,,给你个好东西,True
50247,text,1,啥啊,,2024-09-27 02:44:06+00:00,1727405046,1790.0,msg_00050247,,,,,啥啊,True
50248,text,0,我都看见你了,,2024-09-27 02:47:24+00:00,1727405244,198.0,msg_00050248,,,,,我都看见你了,True
50249,text,0,你在5057,,2024-09-27 02:47:34+00:00,1727405254,10.0,msg_00050249,,,,,你在5057,True
50250,text,1,拉屎,,2024-09-27 02:48:34+00:00,1727405314,60.0,msg_00050250,,,,,拉屎,True
50251,text,1,你不上课吗？,,2024-09-27 02:48:45+00:00,1727405325,11.0,msg_00050251,,,,,你不上课吗？,True
50252,text,0,你还真没看见我,,2024-09-27 02:49:01+00:00,1727405341,16.0,msg_00050252,,,,,你还真没看见我,True
50253,text,0,我昨天晚上就把书包放这教室了,,2024-09-27 02:49:19+00:00,1727405359,18.0,msg_00050253,,,,,我昨天晚上就把书包放这教室了,True
50254,text,0,翘了,,2024-09-27 02:49:29+00:00,1727405369,10.0,msg_00050254,,,,,翘了,True
50255,text,1,。,,2024-09-27 02:50:28+00:00,1727405428,59.0,msg_00050255,,,,,。,True
50256,text,1,等我拉完,,2024-09-27 02:50:36+00:00,1727405436,8.0,msg_00050256,,,,,等我拉完,True
50257,text,1,帮我搞瓶 优酸乳,,2024-09-27 04:33:44+00:00,1727411624,6188.0,msg_00050257,,,,,帮我搞瓶 优酸乳,True
50258,text,0,不想下楼,,2024-09-27 04:34:05+00:00,1727411645,21.0,msg_00050258,,,,,不想下楼,True
50259,text,1,球球你了,,2024-09-27 04:34:32+00:00,1727411672,27.0,msg_00050259,,,,,球球你了,True
50260,text,0,你一会上来的时候买着,,2024-09-27 04:35:09+00:00,1727411709,37.0,msg_00050260,,,,,你一会上来的时候买着,True
50261,text,0,今天要不要出去住,,2024-09-27 04:36:34+00:00,1727411794,85.0,msg_00050261,,,,,今天要不要出去住,True
50262,sticker,0,[表情包],../emojis/1afa465ec0a5ac67282a307ff1c898c0.gif,2024-09-27 04:36:37+00:00,1727411797,3.0,msg_00050262,sticker_000292,[表情包:熊戴着王冠开心地拿着鱼],1.0,False,[表情包:熊戴着王冠开心地拿着鱼],True
50263,text,1,你怎么一天天的就想着出去住,,2024-09-27 05:21:57+00:00,1727414517,2720.0,msg_00050263,,,,,你怎么一天天的就想着出去住,True
50264,text,0,怪累的在宿舍睡的,,2024-09-27 05:24:04+00:00,1727414644,127.0,msg_00050264,,,,,怪累的在宿舍睡的,True
